date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-11-10,17.09,17.4,17.38,16.95,24585.43,0.28,1.64,17.096,16.992,17.151,16047.19,16047.03,18464.33,4.1
2017-11-09,17.08,17.2,17.1,16.98,12456.15,-0.01,-0.06,16.952,17.006,17.177,13799.52,16662.51,18553.05,2.08
2017-11-08,16.9,17.25,17.11,16.84,18413.31,0.17,1.0,16.91,17.084,17.203,14010.28,21015.93,18581.45,3.07
2017-11-07,16.96,17.0,16.94,16.73,11950.33,-0.01,-0.06,16.902,17.116,17.224,12843.02,21379.25,18582.07,1.99
2017-11-06,16.82,17.06,16.95,16.65,12830.75,0.29,1.74,16.914,17.129,17.262,13106.65,21500.32,18865.65,2.14
2017-11-03,16.86,16.95,16.66,16.61,13347.08,-0.23,-1.36,16.888,17.159,17.285,16046.87,21186.67,18881.74,2.22
2017-11-02,17.07,17.07,16.89,16.81,13509.94,-0.18,-1.05,17.06,17.209,17.315,19525.5,20797.78,18808.22,2.25
2017-11-01,17.06,17.16,17.07,16.91,12577.02,0.07,0.41,17.258,17.215,17.324,28021.58,21042.67,18850.9,2.1
2017-10-31,16.8,17.04,17.0,16.77,13268.45,0.18,1.07,17.33,17.238,17.329,29915.47,21110.87,18919.56,2.21
2017-10-30,17.36,17.38,16.82,16.8,27531.88,-0.7,-4.0,17.344,17.276,17.334,29893.99,21204.48,20078.7,4.59
2017-10-27,17.62,17.79,17.52,17.4,30740.19,-0.36,-2.01,17.43,17.309,17.378,26326.46,20881.63,19641.26,5.12
2017-10-26,17.65,18.43,17.88,17.55,55990.36,0.45,2.58,17.358,17.347,17.404,22070.06,20443.59,19409.51,9.33
2017-10-25,17.02,17.48,17.43,17.02,22046.48,0.36,2.11,17.172,17.322,17.413,14063.76,16146.97,17987.13,3.67
2017-10-24,17.25,17.3,17.07,16.9,13161.05,-0.18,-1.04,17.146,17.332,17.459,12306.27,15784.9,18134.19,2.19
2017-10-23,17.15,17.3,17.25,17.12,9694.22,0.09,0.52,17.208,17.395,17.522,12514.96,16230.98,18770.17,1.62
2017-10-20,16.91,17.25,17.16,16.9,9458.19,0.21,1.24,17.188,17.41,17.573,15436.81,16576.8,20034.84,1.58
2017-10-19,17.22,17.31,16.95,16.9,15958.88,-0.35,-2.02,17.336,17.42,17.637,18817.12,16818.66,22643.37,2.66
2017-10-18,17.38,17.55,17.3,17.25,13258.99,-0.08,-0.46,17.472,17.432,17.735,18230.17,16659.13,28001.23,2.21
2017-10-17,17.21,17.48,17.38,17.13,14204.52,0.23,1.34,17.518,17.42,17.766,19263.53,16728.24,28208.35,2.37
2017-10-16,17.95,17.95,17.15,17.1,24303.45,-0.75,-4.19,17.582,17.392,17.786,19947.0,18952.93,29051.11,4.05
2017-10-13,17.63,18.07,17.9,17.47,26359.78,0.27,1.53,17.632,17.447,17.838,17716.8,18400.88,30044.3,4.39
2017-10-12,17.53,17.77,17.63,17.46,13024.12,0.1,0.57,17.504,17.461,17.831,14820.2,18375.43,29740.36,2.17
2017-10-11,17.7,17.79,17.53,17.49,18425.79,-0.17,-0.96,17.392,17.503,17.837,15088.09,19827.29,30531.61,3.07
2017-10-10,17.37,17.71,17.7,17.34,17621.87,0.3,1.72,17.322,17.585,17.842,14192.95,20483.47,30501.19,2.94
2017-10-09,17.46,17.59,17.4,17.3,13152.45,0.14,0.81,17.202,17.649,17.844,17958.85,21309.36,30406.4,2.19
2017-09-29,17.08,17.31,17.26,17.08,11876.75,0.19,1.11,17.262,17.736,17.863,19084.96,23492.88,30866.68,1.98
2017-09-28,17.15,17.35,17.07,17.04,14363.57,-0.11,-0.64,17.418,17.854,17.895,21930.66,28468.09,31485.99,2.39
2017-09-27,17.07,17.28,17.18,17.01,13950.12,0.08,0.47,17.614,18.038,17.939,24566.49,39343.33,32239.24,2.33
2017-09-26,17.62,17.76,17.1,16.9,36451.36,-0.6,-3.39,17.848,18.111,17.961,26774.0,39688.46,32979.79,6.08
2017-09-25,18.01,18.03,17.7,17.69,18783.0,-0.34,-1.89,18.096,18.18,18.0,24659.87,39149.29,33624.53,3.13
2017-09-22,18.04,18.14,18.04,17.74,26105.27,-0.01,-0.06,18.21,18.228,18.001,27900.79,41687.73,34395.7,4.35
2017-09-21,18.34,18.48,18.05,18.04,27542.71,-0.3,-1.64,18.29,18.2,17.97,35005.51,41105.28,34322.39,4.59
2017-09-20,18.21,18.39,18.35,18.15,24987.65,0.01,0.06,18.462,18.171,17.921,54120.17,41235.92,33648.41,4.16
2017-09-19,18.29,18.47,18.34,18.17,25880.71,0.07,0.38,18.374,18.098,17.863,52602.93,40518.91,33242.92,4.31
2017-09-18,18.43,18.55,18.27,18.09,34987.61,-0.17,-0.92,18.264,18.038,17.817,53638.71,39503.43,33003.5,5.83
2017-09-15,18.71,18.79,18.44,18.26,61628.86,-0.47,-2.48,18.246,17.989,17.769,55474.66,38240.48,32133.46,10.27
2017-09-14,17.92,19.65,18.91,17.74,123116.01,1.0,5.58,18.11,17.935,17.704,47205.05,34503.89,29744.14,20.52
2017-09-13,17.79,17.95,17.91,17.66,17401.45,0.12,0.68,17.88,17.84,17.622,28351.67,25135.15,24387.38,2.9
2017-09-12,18.07,18.26,17.79,17.72,31059.62,-0.39,-2.15,17.822,17.81,17.59,28434.9,26271.12,24396.58,5.18
2017-09-11,17.75,18.47,18.18,17.67,44167.38,0.42,2.37,17.812,17.819,17.555,25368.16,28099.77,23555.03,7.36
2017-09-08,17.7,17.87,17.76,17.55,20280.81,0.0,0.0,17.732,17.774,17.497,21006.29,27103.68,22031.89,3.38
2017-09-07,17.63,17.96,17.76,17.63,28849.11,0.14,0.8,17.76,17.739,17.448,21802.72,27539.5,21839.15,4.81
2017-09-06,17.74,17.74,17.62,17.48,17817.58,-0.12,-0.68,17.8,17.67,17.402,21918.62,26060.91,21250.87,2.97
2017-09-05,17.7,17.84,17.74,17.66,15725.9,-0.04,-0.23,17.798,17.627,17.376,24107.34,25966.92,21344.67,2.62
2017-09-04,17.88,17.88,17.78,17.62,22358.05,-0.12,-0.67,17.826,17.596,17.357,30831.39,26503.56,21328.43,3.73
2017-09-01,17.9,17.98,17.9,17.71,24262.98,-0.06,-0.33,17.816,17.549,17.339,33201.07,26026.43,20805.54,4.04
2017-08-31,17.57,17.97,17.96,17.57,29428.57,0.35,1.99,17.718,17.472,17.314,33276.27,24984.39,20335.64,4.9
2017-08-30,17.81,17.89,17.61,17.53,28761.18,-0.27,-1.51,17.54,17.403,17.297,30203.2,23639.62,19708.32,4.79
2017-08-29,17.77,18.27,17.88,17.6,49346.16,0.15,0.85,17.456,17.369,17.291,27826.51,22522.04,19236.47,8.22
2017-08-28,17.41,17.92,17.73,17.41,34206.45,0.32,1.84,17.366,17.29,17.293,22175.74,19010.29,18006.57,5.7
2017-08-25,17.05,17.45,17.41,17.05,24639.0,0.34,1.99,17.282,17.22,17.309,18851.8,16960.1,18486.38,4.11
2017-08-24,17.19,17.27,17.07,17.04,14063.19,-0.12,-0.7,17.226,17.156,17.369,16692.51,16138.81,19835.67,2.34
2017-08-23,17.35,17.35,17.19,16.97,16877.73,-0.24,-1.38,17.266,17.134,17.391,17076.04,16440.83,20679.29,2.81
2017-08-22,17.28,17.46,17.43,17.2,21092.31,0.12,0.69,17.282,17.124,17.387,17217.58,16722.41,20624.79,3.52
2017-08-21,17.1,17.36,17.31,17.1,17586.77,0.18,1.05,17.214,17.118,17.376,15844.84,16153.3,20247.31,2.93
2017-08-18,17.2,17.21,17.13,17.03,13842.57,-0.14,-0.81,17.158,17.128,17.372,15068.39,15584.64,20610.54,2.31
2017-08-17,17.16,17.35,17.27,17.1,15980.82,0.0,0.0,17.086,17.155,17.366,15585.11,15686.9,20903.35,2.66
2017-08-16,17.14,17.34,17.27,17.0,17585.42,0.18,1.05,17.002,17.19,17.365,15805.61,15777.02,21216.39,2.93
2017-08-15,17.0,17.26,17.09,16.96,14228.64,0.06,0.35,16.966,17.213,17.363,16227.25,15950.9,21415.23,2.37
2017-08-14,16.68,17.04,17.03,16.66,13704.5,0.26,1.55,17.022,17.295,17.364,16461.75,17002.85,21859.01,2.28
2017-08-11,16.75,17.1,16.77,16.61,16426.15,-0.08,-0.47,17.098,17.397,17.367,16100.89,20012.67,23602.74,2.74
2017-08-10,17.06,17.17,16.85,16.81,17083.35,-0.24,-1.4,17.224,17.582,17.477,15788.69,23532.52,23781.13,2.85
2017-08-09,17.16,17.21,17.09,16.92,19693.6,-0.28,-1.61,17.378,17.648,17.604,15748.44,24917.75,23950.71,3.28
2017-08-08,17.41,17.48,17.37,17.17,15401.15,-0.04,-0.23,17.46,17.65,17.737,15674.55,24527.17,24607.52,2.57
2017-08-07,17.52,17.58,17.41,17.35,11900.18,0.01,0.06,17.568,17.633,17.846,17543.94,24341.33,25324.48,1.98
2017-08-04,17.53,17.71,17.4,17.38,14865.15,-0.22,-1.25,17.696,17.616,17.97,23924.45,25636.44,27437.11,2.48
2017-08-03,17.44,17.9,17.62,17.41,16882.1,0.12,0.69,17.94,17.576,18.14,31276.36,26119.8,30338.62,2.81
2017-08-02,17.86,18.03,17.5,17.48,19324.16,-0.41,-2.29,17.918,17.539,18.275,34087.06,26655.76,32032.09,3.22
